fotograma;tipo_objeto;confianza_deteccion;x1;y1;x2;y2;matrícula_detectada;x1_matrícula;y1_matrícula;x2_matrícula;y2_matrícula;texto_matricula_ocr;tiempo_inferencia_yolo;tiempo_inferencia_easyocr
928;car;0.8854989409446716;1739;381;1919;732;NO;1739;386;1919;731;;0.000158;0.083129
928;car;0.7167378067970276;1156;307;1208;348;NO;1156;307;1207;348;;0.000158;0.008578
929;car;0.7795776128768921;1789;431;1919;756;NO;1790;433;1919;755;;0.000154;0.084164
929;car;0.721618115901947;1156;307;1208;348;NO;1156;307;1207;348;;0.000154;0.008040
930;car;0.7665930986404419;1155;308;1209;349;NO;1155;308;1208;349;;0.000254;0.007260
931;car;0.7739325165748596;1156;307;1209;350;NO;1156;307;1208;349;;0.000192;0.008627
932;car;0.7716017365455627;1156;306;1209;350;NO;1156;306;1209;350;;0.000152;0.009433
933;car;0.7497462630271912;1156;305;1210;350;NO;1156;305;1209;350;;0.000208;0.008676
934;car;0.7402405738830566;1157;304;1211;350;NO;1157;304;1211;349;;0.000268;0.008057
935;car;0.7309831976890564;1156;304;1210;350;NO;1156;304;1210;349;;0.000108;0.008172
936;car;0.7274552583694458;1156;304;1211;351;NO;1156;304;1210;351;;0.000178;0.006645
937;car;0.7386469841003418;1156;305;1212;352;NO;1156;305;1211;352;;0.000187;0.007651
938;car;0.7562403082847595;1156;305;1211;352;NO;1156;305;1210;351;;0.000251;0.007156
939;car;0.759091854095459;1156;306;1211;352;NO;1156;306;1211;352;;0.000142;0.006543
940;car;0.7598555684089661;1156;305;1212;352;NO;1156;305;1211;352;;0.000240;0.007160
941;car;0.7715210318565369;1155;306;1212;352;NO;1155;306;1212;352;;0.000241;0.006548
942;car;0.7580326795578003;1154;305;1213;353;NO;1154;305;1212;352;;0.000190;0.008436
943;car;0.7421211004257202;1155;305;1213;353;NO;1155;305;1213;353;;0.000207;0.008181
944;car;0.7495880126953125;1154;305;1213;353;NO;1154;305;1213;353;;0.000189;0.007499
945;car;0.7420750856399536;1154;304;1213;354;NO;1154;304;1212;354;;0.000159;0.006889
946;car;0.7523555159568787;1155;304;1214;354;NO;1155;304;1213;354;;0.000159;0.007221
947;car;0.7493631839752197;1155;304;1213;354;NO;1155;304;1212;354;;0.000153;0.006679
948;car;0.756672203540802;1154;304;1213;355;NO;1154;304;1212;354;;0.000153;0.006717
949;car;0.7497432231903076;1153;304;1214;356;NO;1153;304;1213;354;;0.000098;0.007294
950;car;0.7531259655952454;1153;305;1214;356;NO;1153;305;1213;356;;0.000296;0.009319
951;car;0.7456006407737732;1152;304;1215;356;NO;1152;304;1214;355;;0.000153;0.006947
952;car;0.737718403339386;1152;305;1214;356;NO;1152;305;1214;356;;0.000198;0.007904
953;car;0.7290944457054138;1151;304;1214;358;NO;1151;304;1213;358;;0.000354;0.008019
954;car;0.7363731861114502;1150;304;1214;358;NO;1150;304;1213;358;;0.000145;0.006782
955;car;0.728457510471344;1150;304;1213;358;NO;1150;304;1213;357;;0.000190;0.007035
956;car;0.701961100101471;1149;305;1213;358;NO;1149;305;1213;357;;0.000156;0.007056
958;car;0.7117704749107361;1145;305;1212;359;NO;1145;305;1212;358;;0.000174;0.008225
959;car;0.7262309789657593;1144;304;1212;360;NO;1144;304;1211;359;;0.000259;0.007903
960;car;0.7142316699028015;1144;304;1212;360;NO;1144;304;1212;359;;0.000153;0.007922
961;car;0.7385901212692261;1143;303;1211;361;NO;1143;303;1210;360;;0.000207;0.007781
962;car;0.7300612330436707;1143;303;1211;361;NO;1143;303;1210;359;;0.000148;0.008635
963;car;0.7494362592697144;1142;303;1211;361;NO;1142;303;1210;361;;0.000253;0.009995
964;car;0.7533723711967468;1142;303;1210;361;NO;1142;303;1209;359;;0.000150;0.008061
965;car;0.7712693214416504;1141;304;1210;361;NO;1141;304;1210;358;;0.000199;0.008157
966;car;0.7575439810752869;1139;305;1210;362;NO;1139;305;1209;362;;0.000285;0.009698
967;car;0.7721879482269287;1139;305;1210;364;NO;1139;305;1210;363;;0.000158;0.008054
968;car;0.7905077338218689;1138;304;1210;364;NO;1138;304;1209;362;;0.000299;0.008302
969;car;0.7917208075523376;1136;304;1210;364;NO;1136;304;1209;362;;0.000237;0.007919
970;car;0.7878140807151794;1135;304;1210;365;NO;1135;304;1209;364;;0.000192;0.008062
971;car;0.8147792816162109;1131;304;1209;366;NO;1131;304;1208;366;;0.000244;0.008007
972;car;0.8193464279174805;1131;305;1209;366;NO;1131;305;1208;366;;0.000183;0.008519
973;car;0.831535816192627;1129;304;1209;367;NO;1129;304;1208;367;;0.000283;0.008492
974;car;0.7960572242736816;1129;303;1208;368;NO;1129;303;1208;367;;0.000192;0.009148
975;car;0.8098084330558777;1128;303;1209;368;NO;1128;303;1208;367;;0.000250;0.009211
976;car;0.8098611235618591;1126;302;1208;369;NO;1126;302;1207;368;;0.000344;0.009617
976;car;0.7749925851821899;1847;413;1919;554;NO;1847;415;1919;553;;0.000344;0.079580
977;car;0.7776743769645691;1124;301;1207;369;NO;1124;301;1206;368;;0.000256;0.009779
977;car;0.7558853626251221;1824;407;1919;550;NO;1824;412;1919;549;;0.000256;0.011475
978;car;0.8003331422805786;1798;389;1919;543;NO;1798;389;1918;542;;0.000153;0.014980
978;car;0.7519921064376831;1123;301;1206;369;NO;1123;301;1205;367;;0.000153;0.009555
979;car;0.8558548092842102;1777;367;1919;540;NO;1778;367;1918;538;;0.000304;0.016295
979;car;0.7785402536392212;1121;301;1206;370;NO;1121;301;1205;369;;0.000304;0.009592
980;car;0.848106861114502;1757;349;1919;538;NO;1757;349;1919;534;;0.000195;0.016982
980;car;0.8339241147041321;1118;300;1205;370;NO;1118;300;1204;369;;0.000195;0.010473
981;car;0.8621921539306641;1738;341;1919;535;NO;1738;341;1916;530;;0.000230;0.017296
981;car;0.800896942615509;1118;301;1205;371;NO;1118;301;1204;369;;0.000230;0.008618
982;car;0.9106776714324951;1717;342;1919;552;NO;1719;342;1917;526;;0.000232;0.018202
982;car;0.8060612082481384;1116;300;1205;371;NO;1116;300;1204;370;;0.000232;0.008362
983;car;0.914257824420929;1698;342;1919;553;NO;1698;342;1918;531;;0.000163;0.017937
983;car;0.8433308005332947;1115;301;1205;373;NO;1115;301;1203;373;;0.000163;0.008255
984;car;0.9134364724159241;1682;339;1919;551;NO;1682;339;1919;551;;0.000152;0.019758
984;car;0.8318182826042175;1113;300;1205;374;NO;1113;300;1204;373;;0.000152;0.007796
985;car;0.9095150232315063;1671;336;1918;544;NO;1807;536;1877;544;;0.000163;0.006177
985;car;0.8260764479637146;1113;300;1203;375;NO;1113;300;1202;374;;0.000163;0.007966
986;car;0.9051764011383057;1650;335;1919;534;NO;1650;336;1918;534;;0.000224;0.023809
986;car;0.8373673558235168;1112;301;1203;376;NO;1112;301;1202;375;;0.000224;0.008099
987;car;0.9131388068199158;1638;334;1920;530;NO;1638;334;1919;528;;0.000256;0.024133
987;car;0.8155750036239624;1109;299;1201;377;NO;1109;299;1200;376;;0.000256;0.007539
988;car;0.8973824977874756;1625;333;1919;524;NO;1625;335;1919;522;;0.000158;0.020450
988;car;0.7698060274124146;1108;301;1201;377;NO;1108;301;1200;376;;0.000158;0.007329
989;car;0.9061554074287415;1613;332;1919;522;NO;1733;333;1918;522;;0.000182;0.014234
989;car;0.7891315221786499;1106;300;1199;377;NO;1106;300;1198;375;;0.000182;0.007186
990;car;0.9031468033790588;1598;332;1919;520;NO;1598;332;1919;520;;0.000198;0.022570
990;car;0.8100333213806152;1104;300;1199;379;NO;1104;300;1198;378;;0.000198;0.007659
991;car;0.8975790739059448;1588;333;1919;516;NO;1588;333;1919;513;;0.000218;0.021010
991;car;0.7701021432876587;1104;299;1201;381;NO;1104;299;1199;381;;0.000218;0.007449
992;car;0.9120762348175049;1577;331;1910;509;NO;1577;331;1909;509;;0.000182;0.020149
992;car;0.802918016910553;1102;299;1200;382;NO;1102;299;1198;380;;0.000182;0.006596
993;car;0.9157615303993225;1568;331;1893;504;NO;1568;331;1892;503;;0.000195;0.020545
993;car;0.8171319365501404;1098;298;1200;383;NO;1098;299;1199;382;;0.000195;0.006949
994;car;0.904759407043457;1559;330;1870;499;NO;1559;330;1869;499;;0.000190;0.017682
994;car;0.8284329771995544;1098;298;1197;384;NO;1098;298;1196;384;;0.000190;0.006703
995;car;0.9085835814476013;1548;332;1849;495;NO;1548;332;1848;494;;0.000150;0.018386
995;car;0.8186792135238647;1096;298;1194;384;NO;1096;298;1193;383;;0.000150;0.007545
996;car;0.9184991717338562;1541;330;1828;491;NO;1541;330;1827;491;;0.000167;0.018045
996;car;0.8285674452781677;1092;299;1191;385;NO;1092;299;1190;385;;0.000167;0.006664
997;car;0.9074091911315918;1531;330;1811;486;NO;1531;330;1810;486;;0.000160;0.015129
997;car;0.8544535636901855;1090;298;1193;386;NO;1090;298;1192;386;;0.000160;0.006821
998;car;0.9075510501861572;1523;329;1793;483;NO;1586;330;1792;483;;0.000197;0.013335
998;car;0.849694550037384;1089;298;1192;387;NO;1089;298;1191;387;;0.000197;0.006950
999;car;0.8747119307518005;1518;329;1777;481;NO;1518;329;1777;481;;0.000150;0.014683
999;car;0.8465663194656372;1086;298;1193;388;NO;1086;298;1192;388;;0.000150;0.007202
1000;car;0.8864562511444092;1509;328;1760;476;NO;1509;328;1759;476;;0.000220;0.013279
1000;car;0.8805239200592041;1083;298;1192;388;NO;1083;298;1191;386;;0.000220;0.008009
1001;car;0.8885939717292786;1501;329;1745;473;NO;1501;329;1745;473;;0.000357;0.013307
1001;car;0.8569820523262024;1082;298;1188;388;NO;1082;298;1187;386;;0.000357;0.006934
1002;car;0.884713351726532;1490;329;1731;470;NO;1490;329;1731;470;;0.000181;0.013572
1002;car;0.8463577628135681;1080;298;1185;388;NO;1080;298;1184;384;;0.000181;0.006669
1003;car;0.8494256138801575;1486;328;1717;465;NO;1486;328;1717;465;;0.000152;0.013951
1003;car;0.8305283784866333;1075;297;1186;389;NO;1075;297;1185;387;;0.000152;0.007037
1004;car;0.8424719572067261;1070;297;1186;391;NO;1070;297;1185;389;;0.000151;0.007407
1004;car;0.8078769445419312;1481;328;1702;462;NO;1481;328;1701;462;;0.000151;0.013334
1005;car;0.8475974202156067;1475;330;1691;460;NO;1475;330;1691;458;;0.000156;0.010767
1005;car;0.8163985013961792;1068;299;1180;390;NO;1105;361;1137;373;;0.000156;0.006175
1006;car;0.8453500270843506;1469;327;1680;459;NO;1469;327;1680;457;;0.000155;0.013444
1006;car;0.7332592010498047;1066;298;1181;392;NO;1066;298;1180;390;;0.000155;0.007580
1007;car;0.8644236326217651;1462;323;1667;455;NO;1462;323;1666;455;;0.000154;0.013165
1007;car;0.8053218126296997;1063;298;1180;395;NO;1063;298;1179;392;;0.000154;0.007302
1008;car;0.8820252418518066;1457;322;1657;450;NO;1457;322;1656;450;;0.000188;0.012225
1008;car;0.8081731200218201;1060;298;1180;397;NO;1060;298;1179;394;;0.000188;0.007593
1009;car;0.8611000180244446;1453;321;1648;448;NO;1453;321;1648;447;;0.000154;0.011686
1009;car;0.8545509576797485;1056;297;1180;399;NO;1093;362;1128;376;;0.000154;0.008630
1010;car;0.8835310935974121;1445;321;1637;444;NO;1445;321;1636;444;;0.000212;0.011455
1010;car;0.8587233424186707;1052;296;1178;401;NO;1090;364;1126;377;;0.000212;0.007851
1011;car;0.8704320788383484;1443;324;1626;444;NO;1443;324;1626;444;;0.000281;0.016270
1011;car;0.846580445766449;1048;295;1178;401;NO;1087;363;1123;379;;0.000281;0.008068
1012;car;0.8270657062530518;1436;324;1619;441;NO;1436;324;1618;441;;0.000191;0.011551
1012;car;0.8124775290489197;1044;295;1178;403;NO;1083;365;1121;379;;0.000191;0.006206
1013;car;0.8584575653076172;1041;295;1173;405;NO;1081;366;1117;381;;0.000187;0.006727
1013;car;0.8332439064979553;1434;324;1607;438;NO;1434;324;1607;436;;0.000187;0.010952
1014;car;0.8904412984848022;1430;326;1602;438;NO;1430;326;1601;435;;0.000183;0.011434
1014;car;0.8157936334609985;1035;294;1174;406;NO;1035;294;1173;404;;0.000183;0.010387
1015;car;0.8896265625953674;1424;326;1593;435;NO;1424;326;1592;434;;0.000261;0.011501
1015;car;0.8181323409080505;1031;293;1171;408;NO;1031;294;1170;406;;0.000261;0.010671
1016;car;0.8554226160049438;1025;293;1172;409;NO;1069;369;1109;384;;0.000304;0.007603
1016;car;0.8497651815414429;1419;324;1585;433;NO;1419;324;1584;433;;0.000304;0.011044
1017;car;0.86044842004776;1415;323;1579;432;NO;1415;323;1578;432;;0.000159;0.011341
1017;car;0.856397271156311;1021;292;1170;410;NO;1064;369;1105;386;;0.000159;0.006045
1018;car;0.8609644174575806;1414;324;1570;429;NO;1414;324;1570;429;;0.000149;0.010612
1018;car;0.8040314316749573;1016;292;1168;412;NO;1061;371;1101;387;;0.000149;0.006377
1019;car;0.8645882606506348;1411;324;1564;428;NO;1411;324;1563;427;;0.000152;0.010659
1019;car;0.8104661107063293;1015;291;1166;413;NO;1055;371;1098;388;;0.000152;0.006299
1020;car;0.85379558801651;1008;291;1163;414;NO;1051;372;1094;389;;0.000222;0.006810
1020;car;0.8492866158485413;1405;322;1556;425;NO;1405;322;1555;425;;0.000222;0.012058
1021;car;0.869778573513031;1403;323;1553;424;NO;1403;323;1552;424;;0.000194;0.010731
1021;car;0.7856659293174744;1001;291;1161;417;NO;1047;374;1089;390;;0.000194;0.007266
1022;car;0.8825939297676086;1399;324;1547;422;NO;1399;324;1546;422;;0.000190;0.010675
1022;car;0.7935420870780945;992;289;1164;419;NO;1043;375;1085;391;;0.000190;0.008526
1023;car;0.8847631216049194;1396;323;1543;419;NO;1396;323;1542;419;;0.000159;0.008599
1023;car;0.8160997033119202;988;290;1158;421;NO;1038;376;1081;393;;0.000159;0.008090
1024;car;0.8838627338409424;1397;324;1536;418;NO;1397;324;1535;416;;0.000156;0.008819
1024;car;0.8011414408683777;985;292;1158;422;NO;1032;377;1076;394;;0.000156;0.006442
1025;car;0.8496984243392944;1391;324;1531;416;NO;1391;324;1530;415;;0.000189;0.009167
1025;car;0.821277916431427;977;290;1155;424;NO;1028;379;1071;395;;0.000189;0.009355
1026;car;0.8665446639060974;1393;325;1524;414;NO;1393;325;1523;411;;0.000194;0.008375
1026;car;0.8015003204345703;970;287;1151;427;NO;1020;379;1067;397;;0.000194;0.007488
1027;car;0.8536606431007385;964;287;1150;428;NO;1014;380;1062;399;;0.000153;0.008110
1027;car;0.8358145356178284;1389;322;1520;413;NO;1389;322;1519;413;;0.000153;0.008367
1028;car;0.8776088953018188;958;285;1148;431;NO;1007;381;1056;401;;0.000196;0.006407
1028;car;0.8614555597305298;1384;321;1514;412;NO;1384;321;1513;412;;0.000196;0.008437
1029;car;0.8551433086395264;1383;322;1509;411;NO;1383;322;1509;409;;0.000159;0.008194
1029;car;0.8459805846214294;949;285;1144;434;NO;1002;383;1050;404;;0.000159;0.007214
1030;car;0.8774105310440063;1379;322;1508;410;NO;1379;322;1507;409;;0.000200;0.008701
1030;car;0.8380860090255737;943;285;1141;438;NO;992;386;1044;405;;0.000200;0.006196
1031;car;0.8600930571556091;1378;323;1504;409;NO;1378;323;1503;408;;0.000167;0.007756
1031;car;0.8579084873199463;934;285;1139;440;NO;986;388;1037;408;;0.000167;0.007040
1032;car;0.866823673248291;1376;323;1498;409;NO;1376;323;1497;409;;0.000196;0.007979
1032;car;0.8159722685813904;925;284;1136;442;NO;979;390;1031;410;;0.000196;0.006310
1033;car;0.8362846374511719;1374;323;1493;408;NO;1374;323;1492;408;;0.000259;0.007823
1033;car;0.7594040632247925;916;284;1134;446;SÍ;968;392;1024;412;LGG;0.000259;0.033584
1034;car;0.8043514490127563;1371;323;1489;405;NO;1371;323;1488;404;;0.000157;0.007795
1034;car;0.7408024072647095;906;283;1130;449;SÍ;962;394;1017;415;QOC;0.000157;0.019875
1035;car;0.856408417224884;1370;324;1487;405;NO;1428;401;1463;405;;0.000259;0.006140
1036;car;0.8703006505966187;1367;323;1484;404;NO;1367;323;1483;404;;0.000266;0.008297
1036;car;0.8659970164299011;884;283;1126;459;SÍ;941;399;1000;420;QUI;0.000266;0.029082
1037;car;0.8877961039543152;871;281;1121;462;SÍ;934;401;992;422;QT;0.000190;0.016860
1037;car;0.8288846015930176;1366;322;1481;403;NO;1366;322;1480;403;;0.000190;0.008205
1038;car;0.8810076117515564;862;281;1116;465;SÍ;922;404;983;425;M;0.000170;0.016951
1038;car;0.8396149277687073;1365;323;1477;402;NO;1365;323;1476;402;;0.000170;0.007997
1039;car;0.8976194858551025;850;280;1111;469;SÍ;912;405;974;428;MT;0.000305;0.017650
1039;car;0.8270589113235474;1363;320;1474;401;NO;1363;320;1473;401;;0.000305;0.009703
1040;car;0.9058760404586792;835;280;1106;473;SÍ;899;407;964;431;M;0.000203;0.018174
1040;car;0.8043637275695801;1358;320;1470;399;NO;1358;320;1469;399;;0.000203;0.007290
1041;car;0.912687361240387;820;280;1102;478;SÍ;886;409;953;435;MD;0.000209;0.016664
1041;car;0.8236932158470154;1356;319;1467;397;NO;1356;319;1466;397;;0.000209;0.007131
1042;car;0.9025394916534424;805;279;1097;484;SÍ;873;413;941;438;Q;0.000197;0.018711
1042;car;0.8197813630104065;1355;320;1462;395;NO;1355;320;1461;395;;0.000197;0.007772
1043;car;0.8807998895645142;792;278;1090;488;SÍ;857;417;928;442;W;0.000180;0.018734
1043;car;0.8080697059631348;1356;320;1457;394;NO;1356;320;1456;393;;0.000180;0.006787
1044;car;0.8770718574523926;773;276;1086;494;SÍ;844;420;915;447;Q;0.000169;0.016686
1044;car;0.7905229926109314;1352;319;1455;393;NO;1352;319;1454;393;;0.000169;0.007520
1045;car;0.8866170048713684;756;276;1081;500;SÍ;823;423;902;450;Q;0.000183;0.015189
1045;car;0.7674069404602051;1352;321;1453;394;NO;1352;321;1452;394;;0.000183;0.007301
1046;car;0.8864316940307617;738;272;1073;507;SÍ;808;427;887;457;L;0.000417;0.034798
1046;car;0.7699542045593262;1351;321;1450;392;NO;1351;321;1449;392;;0.000417;0.007311
1047;car;0.8958898186683655;719;272;1066;514;SÍ;789;432;871;462;F;0.000303;0.026265
1047;car;0.779612123966217;1348;320;1449;392;NO;1348;320;1448;392;;0.000303;0.006953
1048;car;0.9126121997833252;695;271;1062;521;SÍ;770;438;853;469;Q;0.000191;0.018237
1048;car;0.7649823427200317;1348;321;1447;393;NO;1348;321;1446;393;;0.000191;0.007576
1049;car;0.9151795506477356;672;267;1053;526;SÍ;748;444;834;473;Q;0.000252;0.026167
1049;car;0.7611063122749329;1344;321;1444;392;NO;1344;321;1443;392;;0.000252;0.007950
1050;car;0.9158861637115479;646;265;1046;534;NO;729;450;815;480;;0.000181;0.006097
1050;car;0.7636397480964661;1344;321;1443;389;NO;1344;321;1442;389;;0.000181;0.006910
1051;car;0.9238585829734802;617;265;1039;544;SÍ;695;454;792;488;Q;0.000226;0.009603
1051;car;0.7407212853431702;1343;321;1441;389;NO;1343;321;1441;389;;0.000226;0.007793
1052;car;0.92973792552948;588;262;1030;557;NO;668;460;768;496;;0.000173;0.006660
1052;car;0.7306738495826721;1344;323;1439;389;NO;1344;323;1438;388;;0.000173;0.007190
1053;car;0.9286039471626282;554;261;1019;567;NO;637;466;741;505;;0.000257;0.006537
1053;car;0.7359287738800049;1342;321;1436;388;NO;1342;321;1435;388;;0.000257;0.006738
1054;car;0.9256744384765625;517;258;1010;580;NO;598;475;713;513;;0.000167;0.006074
1054;car;0.7211646437644958;1341;321;1433;385;NO;1341;321;1432;385;;0.000167;0.008153
1055;car;0.9296334385871887;478;256;1000;588;NO;562;483;681;524;;0.000169;0.009556
1055;car;0.7132030725479126;1340;322;1431;385;NO;1340;322;1430;385;;0.000169;0.007220
1056;car;0.9322285056114197;434;254;990;605;NO;522;492;643;535;;0.000165;0.006441
1056;car;0.7005406022071838;1340;321;1431;385;NO;1340;321;1430;385;;0.000165;0.006883
1057;car;0.9256013035774231;385;251;977;620;NO;475;502;605;547;;0.000203;0.011872
1058;car;0.9248815178871155;324;248;961;640;NO;421;515;558;563;;0.000204;0.006766
1058;car;0.7030525803565979;1337;323;1426;385;NO;1337;323;1425;384;;0.000204;0.007205
1059;car;0.9258020520210266;269;243;949;659;NO;354;532;508;579;;0.000180;0.009908
1059;car;0.7338703870773315;1336;321;1422;384;NO;1336;321;1421;384;;0.000180;0.007010
1060;car;0.8876507878303528;199;238;934;682;NO;296;542;447;598;;0.002597;0.006278
1061;car;0.8888020515441895;119;234;916;709;NO;129;234;914;704;;0.000209;0.092717
1062;car;0.9024845957756042;21;232;899;741;NO;38;232;897;734;;0.000353;0.095151
1062;car;0.7155613899230957;1335;320;1413;382;NO;1335;320;1412;381;;0.000353;0.006828
1063;car;0.9224176406860352;0;225;877;775;NO;0;225;876;768;;0.000181;0.098463
1064;car;0.92963707447052;0;221;857;820;NO;0;221;854;813;;0.000236;0.100715
1064;car;0.7440820336341858;1334;321;1410;381;NO;1334;321;1409;381;;0.000236;0.007080
1065;car;0.9302359223365784;0;214;831;891;NO;0;214;830;861;;0.000254;0.121510
1065;car;0.7084671258926392;1333;321;1408;381;NO;1333;321;1407;380;;0.000254;0.007504
1066;car;0.9393959045410156;0;204;807;933;NO;1;205;805;904;;0.000191;0.114297
1066;car;0.7186967730522156;1332;321;1406;380;NO;1332;321;1405;379;;0.000191;0.007774
1067;car;0.9568244218826294;1;198;776;1002;NO;5;198;776;985;;0.000178;0.118606
1067;car;0.7197352051734924;1330;320;1406;380;NO;1330;320;1405;380;;0.000178;0.009562
1068;car;0.9615315794944763;1;188;745;1063;NO;1;189;742;1026;;0.000176;0.117869
1068;car;0.7227758765220642;1330;320;1403;379;NO;1330;320;1402;378;;0.000176;0.007103
1069;car;0.9570107460021973;1;179;706;1052;NO;2;181;703;1021;;0.000177;0.119048
1069;car;0.710668683052063;1330;320;1400;378;NO;1330;320;1399;376;;0.000177;0.007652
1070;car;0.950265645980835;1;162;663;978;NO;5;172;663;950;;0.000260;0.104846
1070;car;0.7381753921508789;1326;321;1400;377;NO;1326;321;1399;376;;0.000260;0.008906
1071;car;0.943793773651123;1;155;611;957;NO;3;174;611;911;;0.000277;0.098980
1071;car;0.7392843961715698;1325;320;1397;376;NO;1325;320;1396;375;;0.000277;0.007093
1072;car;0.9551421999931335;1;135;555;958;NO;1;184;555;958;;0.000161;0.105413
1072;car;0.7600751519203186;1322;319;1396;376;NO;1322;319;1395;375;;0.000161;0.008662
1073;car;0.9227668046951294;1;135;488;939;NO;1;195;488;931;;0.000224;0.097049
1073;car;0.7420365214347839;1320;319;1395;375;NO;1320;319;1394;374;;0.000224;0.007764
1074;car;0.8980875015258789;0;146;404;989;NO;0;188;402;697;;0.000185;0.092830
1074;car;0.7341243624687195;1319;319;1394;375;NO;1319;319;1393;374;;0.000185;0.007144
1075;car;0.8673845529556274;0;187;302;1063;NO;0;202;300;801;;0.000192;0.089466
1075;car;0.7453234791755676;1319;319;1393;374;NO;1319;319;1392;374;;0.000192;0.007544
1076;car;0.8154646158218384;0;289;182;1061;NO;;;;;;0.000158;0.000000
1076;car;0.7520321607589722;1318;318;1391;374;NO;1318;318;1390;373;;0.000158;0.008741
1077;car;0.744820237159729;1319;319;1390;373;NO;1319;319;1389;372;;0.000422;0.007047
1078;car;0.7401703596115112;1318;318;1390;372;NO;1318;318;1389;371;;0.000156;0.007012
1079;car;0.7237337231636047;1316;319;1390;372;NO;1316;319;1389;372;;0.000139;0.008679
1080;car;0.7073181867599487;1313;319;1389;372;NO;1313;319;1388;371;;0.000306;0.007177
1081;car;0.7097707390785217;1314;320;1389;372;NO;1314;320;1388;372;;0.000195;0.011199
1082;car;0.7289232015609741;1312;319;1389;371;NO;1312;319;1388;370;;0.000288;0.007023
1083;car;0.7402765154838562;1312;319;1387;371;NO;1312;319;1386;371;;0.000183;0.007582
1084;car;0.7555592060089111;1311;318;1387;371;NO;1311;318;1386;370;;0.000114;0.007553
1085;car;0.761497437953949;1311;319;1387;371;NO;1311;319;1386;371;;0.000283;0.007526
1086;car;0.7711804509162903;1309;318;1387;371;NO;1309;318;1386;370;;0.000270;0.006761
1087;car;0.7495687007904053;1309;318;1385;371;NO;1309;318;1384;371;;0.000318;0.007315
1088;car;0.7321895956993103;1308;319;1384;369;NO;1308;319;1382;369;;0.000200;0.007281
1089;car;0.7207208275794983;1309;318;1380;368;NO;1309;318;1379;368;;0.000340;0.007431
1090;car;0.7190373539924622;1309;317;1377;368;NO;1309;317;1376;367;;0.000232;0.007204
1091;car;0.7337554693222046;1309;317;1375;367;NO;1309;317;1374;367;;0.000153;0.007408
1092;car;0.7456114888191223;1308;316;1373;366;NO;1308;316;1372;366;;0.000181;0.008925
1093;car;0.7573202252388;1307;316;1373;367;NO;1307;316;1372;367;;0.000152;0.007286
1094;car;0.7671133279800415;1307;316;1371;366;NO;1307;316;1370;366;;0.000182;0.007155
1095;car;0.7614863514900208;1307;317;1370;365;NO;1307;317;1369;365;;0.000281;0.008357
1096;car;0.7725127935409546;1307;317;1369;365;NO;1307;317;1368;365;;0.000154;0.008003
1097;car;0.7820384502410889;1307;317;1368;364;NO;1307;317;1367;364;;0.000141;0.009602
1098;car;0.7791665196418762;1306;318;1368;364;NO;1306;318;1367;364;;0.000160;0.007095
1099;car;0.7712674736976624;1307;318;1368;365;NO;1307;318;1367;364;;0.000266;0.007159
1100;car;0.7638885974884033;1306;318;1367;364;NO;1306;318;1366;364;;0.000185;0.007618
1101;car;0.7550698518753052;1306;319;1367;364;NO;1306;319;1366;364;;0.000159;0.007229
1102;car;0.7658051252365112;1306;318;1366;363;NO;1306;318;1365;363;;0.000152;0.007665
1103;car;0.7711067199707031;1306;319;1365;363;NO;1306;319;1364;363;;0.000166;0.007823
1104;car;0.768871009349823;1306;318;1365;362;NO;1306;318;1364;362;;0.000156;0.007435
1105;car;0.7591894865036011;1306;319;1364;362;NO;1306;319;1363;362;;0.000148;0.007950
1106;car;0.7777354121208191;1306;319;1363;362;NO;1306;319;1362;362;;0.000154;0.007175
1107;car;0.7909790277481079;1306;318;1361;362;NO;1306;318;1360;362;;0.000219;0.006941
1108;car;0.77374267578125;1305;318;1361;362;NO;1305;318;1360;362;;0.000156;0.007241
1109;car;0.7621398568153381;1304;318;1360;362;NO;1304;318;1359;362;;0.000152;0.007307
1110;car;0.7523877024650574;1304;319;1361;361;NO;1304;319;1360;361;;0.000297;0.007274
1111;car;0.7496906518936157;1303;319;1359;361;NO;1303;319;1358;361;;0.000161;0.008025
1112;car;0.748481035232544;1301;318;1359;361;NO;1301;318;1358;361;;0.000151;0.011041
1113;car;0.7503613233566284;1301;318;1358;361;NO;1301;318;1357;361;;0.000471;0.008822
1114;car;0.747055172920227;1300;318;1357;361;NO;1300;318;1356;360;;0.000272;0.009957
1115;car;0.731934666633606;1300;318;1357;361;NO;1300;318;1356;361;;0.000156;0.007010
1116;car;0.7334920763969421;1300;317;1356;361;NO;1300;317;1355;361;;0.000188;0.007573
1117;car;0.7158410549163818;1299;318;1356;360;NO;1299;318;1355;360;;0.000199;0.007179
1191;car;0.7299599051475525;1162;314;1213;348;NO;1162;314;1212;348;;0.000147;0.009788
1192;car;0.7064124345779419;1162;314;1214;348;NO;1162;314;1213;348;;0.000316;0.012666
1193;car;0.7171837091445923;1161;313;1213;349;NO;1161;313;1212;349;;0.000264;0.012508
1195;car;0.712982177734375;1160;315;1210;350;NO;1160;315;1209;350;;0.000203;0.011965
1213;car;0.7181517481803894;1152;312;1214;356;NO;1152;312;1213;356;;0.000239;0.013734
1214;car;0.7185533046722412;1151;313;1214;356;NO;1151;313;1213;356;;0.000194;0.013564
1215;car;0.7042185664176941;1150;313;1214;357;NO;1150;313;1213;357;;0.000224;0.011744
