fotograma;tipo_objeto;confianza_deteccion;identificador_tracking;x1;y1;x2;y2;conteo_acumulado_unico_clase;es_matricula;texto_matricula_ocr
463;Coche;0.9048;30;368;238;711;442;11;NO;
464;Coche;0.9052;30;369;238;710;442;11;NO;
465;Coche;0.9058;30;370;237;710;444;11;NO;
466;Coche;0.9058;30;372;237;709;445;11;NO;
467;Coche;0.9066;30;374;236;708;446;11;NO;
468;Coche;0.9171;30;374;236;706;447;11;NO;
469;Coche;0.9106;30;374;235;704;449;11;NO;
470;Coche;0.8888;30;374;234;701;449;11;NO;
471;Coche;0.8912;30;375;234;699;449;11;NO;
472;Coche;0.8948;30;376;233;696;450;11;NO;
473;Coche;0.8798;30;374;233;692;451;11;NO;
474;Coche;0.8622;30;371;232;687;453;11;NO;
474;Matricula;0.5855;33;507;363;577;391;9;SÍ;TT
475;Coche;0.8764;30;366;231;683;455;11;NO;
475;Matricula;0.4687;33;501;364;569;391;9;SÍ;
476;Coche;0.8775;30;366;231;681;456;11;NO;
476;Matricula;0.4878;33;500;364;566;391;9;SÍ;
477;Coche;0.91;30;363;230;677;456;11;NO;
477;Matricula;0.4312;33;494;364;562;391;9;SÍ;TF
478;Coche;0.8759;30;356;230;670;459;11;NO;
478;Matricula;0.1424;33;482;366;551;394;9;SÍ;
479;Coche;0.8753;30;354;230;667;460;11;NO;
479;Matricula;0.1332;33;478;367;547;395;9;SÍ;P
480;Coche;0.9053;30;350;230;662;461;11;NO;
480;Matricula;0.1029;33;471;368;542;396;9;SÍ;SE
481;Coche;0.8954;30;345;229;658;462;11;NO;
481;Matricula;0.1673;33;465;369;535;397;9;SÍ;B
482;Coche;0.8955;30;343;228;655;463;11;NO;
482;Matricula;0.2282;33;463;369;533;397;9;SÍ;P
483;Coche;0.9114;30;339;229;651;464;11;NO;
483;Matricula;0.2081;33;458;370;528;397;9;SÍ;
484;Coche;0.8859;30;335;229;647;466;11;NO;
484;Matricula;0.4193;33;452;370;524;398;9;SÍ;ET
485;Coche;0.8881;30;329;227;645;468;11;NO;
485;Matricula;0.138;33;443;371;518;400;9;SÍ;7TF
486;Coche;0.8968;30;327;227;646;470;11;NO;
487;Coche;0.8986;30;326;227;646;470;11;NO;
488;Coche;0.9186;30;317;226;641;473;11;NO;
489;Coche;0.9187;30;313;226;640;474;11;NO;
490;Coche;0.9118;30;303;225;635;477;11;NO;
491;Coche;0.9083;30;295;225;631;480;11;NO;
492;Coche;0.9093;30;292;225;630;480;11;NO;
493;Coche;0.898;30;287;225;627;481;11;NO;
494;Coche;0.9042;30;281;225;624;483;11;NO;
495;Coche;0.9063;30;278;225;623;484;11;NO;
496;Coche;0.8738;30;272;225;622;486;11;NO;
497;Coche;0.9093;30;261;224;617;489;11;NO;
498;Coche;0.9077;30;256;224;615;491;11;NO;
499;Coche;0.8767;30;248;225;613;494;11;NO;
500;Coche;0.9045;30;241;225;610;495;11;NO;
501;Coche;0.8981;30;232;224;608;498;11;NO;
502;Coche;0.897;30;228;224;607;499;11;NO;
503;Coche;0.9045;30;221;223;606;501;11;NO;
503;Matricula;0.5199;37;312;392;403;425;10;SÍ;E
504;Coche;0.9063;30;212;223;604;504;11;NO;
505;Coche;0.9139;30;202;222;602;507;11;NO;
506;Coche;0.9471;30;190;220;598;509;11;NO;
507;Coche;0.9471;30;185;219;597;510;11;NO;
508;Coche;0.9432;30;178;220;595;513;11;NO;
509;Coche;0.9431;30;168;220;592;515;11;NO;
510;Coche;0.9446;30;156;219;588;519;11;NO;
511;Coche;0.9528;30;145;219;584;522;11;NO;
512;Coche;0.953;30;140;219;583;523;11;NO;
513;Coche;0.9447;30;122;218;578;529;11;NO;
514;Coche;0.9536;30;107;217;573;534;11;NO;
515;Coche;0.9531;30;100;216;573;536;11;NO;
516;Coche;0.9467;30;91;216;569;539;11;NO;
517;Coche;0.9564;30;79;216;564;541;11;NO;
518;Coche;0.9603;30;67;215;558;543;11;NO;
519;Coche;0.956;30;52;214;553;547;11;NO;
520;Coche;0.9562;30;46;213;552;548;11;NO;
521;Coche;0.9537;30;33;213;550;554;11;NO;
522;Coche;0.9432;30;18;213;546;559;11;NO;
523;Coche;0.9436;30;5;214;544;568;11;NO;
523;Matricula;0.6237;45;102;441;216;482;11;SÍ;B
524;Coche;0.9433;30;0;215;544;575;11;NO;
524;Matricula;0.1912;45;86;443;206;487;11;SÍ;B
525;Coche;0.9437;30;0;215;544;578;11;NO;
525;Matricula;0.2065;45;81;444;202;488;11;SÍ;
526;Coche;0.9532;30;0;216;544;583;11;NO;
526;Matricula;0.6232;45;73;449;190;491;11;SÍ;EY
527;Coche;0.955;30;0;217;543;588;11;NO;
527;Matricula;0.5116;45;57;455;171;496;11;SÍ;B
528;Coche;0.9504;30;0;217;543;594;11;NO;
528;Matricula;0.4554;45;38;459;156;501;11;SÍ;
529;Coche;0.9525;30;0;217;542;600;11;NO;
529;Matricula;0.7117;45;21;462;142;506;11;SÍ;
530;Coche;0.9525;30;0;217;540;602;11;NO;
530;Matricula;0.7129;45;15;463;138;507;11;SÍ;BE
531;Coche;0.9493;30;0;216;535;601;11;NO;
531;Matricula;0.1227;45;5;467;127;511;11;SÍ;B
532;Coche;0.952;30;0;216;531;606;11;NO;
533;Coche;0.9521;30;0;215;527;608;11;NO;
534;Coche;0.9449;30;0;215;522;609;11;NO;
535;Coche;0.9456;30;0;214;514;608;11;NO;
536;Coche;0.9342;30;0;217;505;606;11;NO;
537;Coche;0.9429;30;0;218;498;606;11;NO;
538;Coche;0.9427;30;0;219;494;606;11;NO;
539;Coche;0.9486;30;0;219;488;606;11;NO;
540;Coche;0.9466;30;0;220;481;606;11;NO;
541;Coche;0.9429;30;0;222;473;605;11;NO;
542;Coche;0.9396;30;0;223;463;605;11;NO;
543;Coche;0.9394;30;0;224;459;604;11;NO;
544;Coche;0.95;30;0;225;453;606;11;NO;
545;Coche;0.9374;30;0;226;447;607;11;NO;
546;Coche;0.9253;30;0;230;434;608;11;NO;
547;Coche;0.9252;30;0;231;427;609;11;NO;
548;Coche;0.9305;30;0;231;420;610;11;NO;
549;Coche;0.9318;30;0;233;410;610;11;NO;
550;Coche;0.9309;30;0;233;405;611;11;NO;
551;Coche;0.9201;30;0;235;397;610;11;NO;
552;Coche;0.9113;30;0;235;389;610;11;NO;
553;Coche;0.9045;30;0;238;378;610;11;NO;
554;Coche;0.9006;30;0;241;367;611;11;NO;
555;Coche;0.9026;30;0;242;361;611;11;NO;
556;Coche;0.9131;30;0;244;351;609;11;NO;
557;Coche;0.8655;30;0;246;342;609;11;NO;
558;Coche;0.8786;30;0;249;337;610;11;NO;
559;Coche;0.9102;30;0;251;332;609;11;NO;
560;Coche;0.9064;30;0;252;328;609;11;NO;
561;Coche;0.9073;30;0;253;313;610;11;NO;
562;Coche;0.7715;30;0;260;289;609;11;NO;
563;Coche;0.7728;30;0;263;278;609;11;NO;
564;Coche;0.8751;30;0;266;263;608;11;NO;
565;Coche;0.8831;30;0;277;245;608;11;NO;
566;Coche;0.8765;30;0;287;226;609;11;NO;
567;Coche;0.6519;30;0;299;208;609;11;NO;
568;Coche;0.6;30;0;303;199;609;11;NO;
584;Coche;0.6826;46;698;54;1081;512;12;NO;
585;Coche;0.7028;46;695;50;1081;511;12;NO;
586;Coche;0.8646;46;686;46;1074;509;12;NO;
587;Coche;0.7256;46;674;40;1068;508;12;NO;
588;Coche;0.8794;46;661;33;1061;506;12;NO;
589;Coche;0.8803;46;656;31;1059;505;12;NO;
590;Coche;0.8916;46;654;31;1060;505;12;NO;
591;Coche;0.8893;46;652;30;1061;505;12;NO;
592;Coche;0.8916;46;650;30;1063;505;12;NO;
593;Coche;0.8962;46;650;29;1064;505;12;NO;
594;Coche;0.8967;46;649;30;1066;505;12;NO;
595;Coche;0.895;46;648;30;1067;505;12;NO;
596;Coche;0.8952;46;647;30;1068;505;12;NO;
597;Coche;0.8988;46;646;30;1069;505;12;NO;
598;Coche;0.8987;46;645;30;1071;505;12;NO;
599;Coche;0.8987;46;644;30;1072;505;12;NO;
600;Coche;0.899;46;643;30;1072;505;12;NO;
601;Coche;0.9042;46;643;30;1073;505;12;NO;
602;Coche;0.8945;46;642;30;1074;505;12;NO;
603;Coche;0.8928;46;642;30;1075;505;12;NO;
604;Coche;0.8914;46;641;30;1076;505;12;NO;
605;Coche;0.8965;46;641;30;1076;505;12;NO;
606;Coche;0.8972;46;640;30;1077;505;12;NO;
607;Coche;0.8982;46;640;30;1077;505;12;NO;
608;Coche;0.8988;46;639;30;1078;505;12;NO;
609;Coche;0.8968;46;639;29;1078;505;12;NO;
610;Coche;0.9058;46;638;29;1079;505;12;NO;
611;Coche;0.9052;46;638;29;1079;505;12;NO;
612;Coche;0.9059;46;638;29;1079;505;12;NO;
613;Coche;0.909;46;637;29;1080;505;12;NO;
614;Coche;0.9112;46;637;29;1080;505;12;NO;
615;Coche;0.918;46;637;29;1080;505;12;NO;
616;Coche;0.9183;46;637;29;1080;505;12;NO;
617;Coche;0.8472;46;627;21;1078;504;12;NO;
618;Coche;0.9076;46;616;16;1072;501;12;NO;
619;Coche;0.9043;46;605;10;1068;499;12;NO;
620;Coche;0.8795;46;586;7;1057;497;12;NO;
621;Coche;0.8624;46;563;6;1044;496;12;NO;
622;Coche;0.9115;46;541;6;1033;495;12;NO;
623;Coche;0.9139;46;529;7;1030;495;12;NO;
624;Coche;0.9188;46;522;8;1031;494;12;NO;
625;Coche;0.8956;46;517;8;1036;494;12;NO;
626;Coche;0.8968;46;513;8;1040;494;12;NO;
627;Coche;0.9091;46;508;9;1045;497;12;NO;
628;Coche;0.9258;46;498;12;1047;503;12;NO;
629;Coche;0.9257;46;493;13;1050;506;12;NO;
630;Coche;0.9135;46;479;13;1054;517;12;NO;
631;Coche;0.9247;46;463;15;1059;534;12;NO;
632;Coche;0.9295;46;455;16;1054;532;12;NO;
633;Coche;0.9226;46;448;22;1049;533;12;NO;
634;Coche;0.9061;46;438;28;1048;540;12;NO;
635;Coche;0.9066;46;432;31;1049;543;12;NO;
636;Coche;0.9138;46;427;35;1045;541;12;NO;
637;Coche;0.9087;46;422;39;1039;536;12;NO;
638;Coche;0.9037;46;413;40;1035;533;12;NO;
639;Coche;0.8586;46;406;43;1031;529;12;NO;
640;Coche;0.8521;46;401;44;1033;528;12;NO;
641;Coche;0.9158;46;392;44;1035;529;12;NO;
642;Coche;0.9161;46;384;46;1033;528;12;NO;
643;Coche;0.8851;46;376;47;1030;523;12;NO;
644;Coche;0.8977;46;368;48;1029;520;12;NO;
645;Coche;0.8986;46;362;48;1032;519;12;NO;
646;Coche;0.9118;46;352;55;1026;522;12;NO;
647;Coche;0.9118;46;345;58;1028;522;12;NO;
648;Coche;0.8936;46;338;60;1027;521;12;NO;
649;Coche;0.9104;46;330;63;1025;520;12;NO;
650;Coche;0.8963;46;325;67;1024;518;12;NO;
651;Coche;0.8984;46;319;71;1023;517;12;NO;
652;Coche;0.8989;46;313;72;1026;516;12;NO;
653;Coche;0.9027;46;306;74;1027;517;12;NO;
654;Coche;0.9146;46;300;76;1028;516;12;NO;
655;Coche;0.8714;46;293;76;1030;515;12;NO;
656;Coche;0.8742;46;286;76;1032;514;12;NO;
657;Coche;0.8723;46;280;75;1035;514;12;NO;
658;Coche;0.8915;46;277;77;1036;512;12;NO;
659;Coche;0.8714;46;276;83;1032;510;12;NO;
660;Coche;0.8366;46;271;86;1033;509;12;NO;
661;Coche;0.8207;46;265;88;1031;508;12;NO;
662;Coche;0.831;46;259;88;1033;508;12;NO;
663;Coche;0.8317;46;251;91;1026;507;12;NO;
664;Coche;0.8315;46;246;92;1026;506;12;NO;
664;Matricula;0.3494;54;892;330;997;374;12;SÍ;
665;Coche;0.7181;46;235;94;1013;505;12;NO;
665;Matricula;0.4017;54;870;330;973;374;12;SÍ;ON
666;Coche;0.72;46;229;95;1010;504;12;NO;
666;Matricula;0.5508;54;863;331;965;374;12;SÍ;
667;Coche;0.8125;46;218;94;1001;503;12;NO;
667;Matricula;0.4521;54;848;330;951;375;12;SÍ;
668;Coche;0.8385;46;211;93;994;500;12;NO;
668;Matricula;0.4871;54;834;331;937;374;12;SÍ;CT
669;Coche;0.8324;46;205;92;989;497;12;NO;
669;Matricula;0.4358;54;820;331;921;374;12;SÍ;CT
670;Coche;0.8352;46;202;91;989;496;12;NO;
670;Matricula;0.4523;54;815;331;916;373;12;SÍ;
671;Coche;0.6694;46;193;91;982;497;12;NO;
671;Matricula;0.5847;54;804;332;906;374;12;SÍ;
672;Coche;0.7983;46;184;90;972;497;12;NO;
672;Matricula;0.4731;54;792;333;893;375;12;SÍ;CS
673;Coche;0.7986;46;177;89;964;496;12;NO;
673;Matricula;0.6595;54;781;334;881;376;12;SÍ;C
674;Coche;0.7604;46;180;97;950;494;12;NO;
674;Matricula;0.6156;54;768;335;867;376;12;SÍ;C
675;Coche;0.7675;46;181;100;945;494;12;NO;
675;Matricula;0.4135;54;763;335;863;377;12;SÍ;
675;Matricula;0.5078;55;6;530;285;607;13;SÍ;WS0
676;Coche;0.7018;46;177;103;935;494;12;NO;
676;Matricula;0.5035;54;752;335;855;378;13;SÍ;
676;Matricula;0.1085;55;12;531;291;607;13;SÍ;W
677;Coche;0.6591;46;180;110;924;493;12;NO;
677;Matricula;0.5322;54;739;336;842;378;13;SÍ;
678;Coche;0.7641;46;170;111;910;492;12;NO;
678;Matricula;0.5143;54;729;336;831;378;13;SÍ;C
679;Coche;0.7737;46;171;121;893;491;12;NO;
679;Matricula;0.2011;54;721;338;819;378;13;SÍ;
680;Coche;0.7711;46;172;125;888;491;12;NO;
680;Matricula;0.2055;54;718;338;816;378;13;SÍ;
681;Coche;0.7274;46;171;129;877;490;12;NO;
681;Matricula;0.3814;54;700;341;797;380;13;SÍ;T
682;Coche;0.7719;46;171;135;866;489;12;NO;
682;Matricula;0.4781;54;686;342;781;381;13;SÍ;P
683;Coche;0.7709;46;171;137;862;489;12;NO;
683;Matricula;0.5446;54;681;343;776;381;13;SÍ;
684;Coche;0.8133;46;165;136;856;488;12;NO;
684;Matricula;0.5611;54;671;344;767;382;13;SÍ;D
685;Coche;0.7979;46;166;143;843;488;12;NO;
685;Matricula;0.5173;54;659;344;756;383;13;SÍ;E
686;Coche;0.8888;46;164;149;829;487;12;NO;
686;Matricula;0.4388;54;651;346;746;384;13;SÍ;7
687;Coche;0.8447;46;162;151;823;487;12;NO;
687;Matricula;0.6188;54;641;347;735;384;13;SÍ;
688;Coche;0.8459;46;161;152;820;487;12;NO;
688;Matricula;0.5976;54;638;347;732;384;13;SÍ;
689;Coche;0.8814;46;157;155;811;487;12;NO;
689;Matricula;0.6682;54;630;348;723;384;13;SÍ;ST
690;Coche;0.8266;46;153;157;801;487;12;NO;
690;Matricula;0.6601;54;619;349;711;385;13;SÍ;TT
691;Coche;0.8688;46;149;159;791;486;12;NO;
691;Matricula;0.5515;54;607;350;698;386;13;SÍ;CS
692;Coche;0.8361;46;147;162;781;486;12;NO;
692;Matricula;0.6226;54;596;351;686;386;13;SÍ;EE
693;Coche;0.8339;46;146;163;777;485;12;NO;
693;Matricula;0.5806;54;592;351;683;386;13;SÍ;SS
694;Coche;0.8584;46;139;165;761;484;12;NO;
694;Matricula;0.6823;54;578;352;668;387;13;SÍ;I
695;Coche;0.8582;46;137;166;755;484;12;NO;
695;Matricula;0.6694;54;573;352;663;387;13;SÍ;
696;Coche;0.8809;46;133;168;745;483;12;NO;
696;Matricula;0.4831;54;563;352;654;387;13;SÍ;
697;Coche;0.8355;46;129;171;733;483;12;NO;
697;Matricula;0.4969;54;551;353;641;388;13;SÍ;
698;Coche;0.8563;46;125;173;724;483;12;NO;
698;Matricula;0.1346;54;536;353;632;391;13;SÍ;
699;Coche;0.8582;46;124;173;720;483;12;NO;
699;Matricula;0.185;54;531;354;628;391;13;SÍ;CL
700;Coche;0.832;46;122;177;709;483;12;NO;
700;Matricula;0.3457;54;521;355;616;392;13;SÍ;SD
701;Coche;0.7242;46;114;180;692;482;12;NO;
701;Matricula;0.5863;54;505;357;596;393;13;SÍ;
702;Coche;0.8569;46;106;183;677;483;12;NO;
702;Matricula;0.7098;54;495;358;582;392;13;SÍ;DE
703;Coche;0.8538;46;104;184;671;483;12;NO;
703;Matricula;0.6958;54;491;359;577;392;13;SÍ;
704;Coche;0.8819;46;102;186;662;482;12;NO;
704;Matricula;0.6895;54;481;359;567;392;13;SÍ;GE
705;Coche;0.8838;46;102;187;658;482;12;NO;
705;Matricula;0.6584;54;478;359;564;392;13;SÍ;SE
706;Coche;0.881;46;98;189;648;482;12;NO;
706;Matricula;0.6242;54;470;361;554;392;13;SÍ;SE
707;Coche;0.8725;46;93;192;635;482;12;NO;
707;Matricula;0.5736;54;459;361;544;393;13;SÍ;
708;Coche;0.8888;46;85;198;614;482;12;NO;
708;Matricula;0.6547;54;438;363;524;395;13;SÍ;
709;Coche;0.8892;46;83;200;606;482;12;NO;
709;Matricula;0.6445;54;431;363;517;396;13;SÍ;
710;Coche;0.8836;46;79;202;595;482;12;NO;
710;Matricula;0.5705;54;418;364;509;398;13;SÍ;EE
711;Coche;0.7641;46;74;204;584;481;12;NO;
711;Matricula;0.4768;54;409;365;499;400;13;SÍ;E
712;Coche;0.7412;46;67;205;573;481;12;NO;
712;Matricula;0.5052;54;398;366;486;399;13;SÍ;
713;Coche;0.7466;46;65;205;569;481;12;NO;
713;Matricula;0.4761;54;395;367;481;399;13;SÍ;
714;Coche;0.7258;46;59;206;560;482;12;NO;
714;Matricula;0.3654;54;383;368;473;403;13;SÍ;E
715;Coche;0.5759;46;55;211;546;483;12;NO;
715;Matricula;0.3095;54;372;370;460;404;13;SÍ;
716;Coche;0.8339;46;50;215;535;483;12;NO;
716;Matricula;0.4781;54;360;371;448;405;13;SÍ;C
729;Coche;0.5946;56;0;322;17;383;13;NO;
730;Coche;0.6039;56;0;321;17;383;13;NO;
731;Coche;0.7007;56;2;323;19;384;13;NO;
732;Coche;0.7585;56;3;324;20;385;13;NO;
733;Coche;0.8045;56;4;323;22;386;13;NO;
734;Coche;0.8342;56;5;322;24;386;13;NO;
735;Coche;0.8356;56;5;322;25;386;13;NO;
736;Coche;0.8164;56;5;320;27;387;13;NO;
737;Coche;0.7613;56;7;319;30;387;13;NO;
738;Coche;0.7613;56;7;320;32;387;13;NO;
739;Coche;0.7749;56;6;309;35;387;13;NO;
740;Coche;0.7355;56;6;306;38;387;13;NO;
741;Coche;0.8103;56;7;303;41;388;13;NO;
742;Coche;0.7825;56;8;303;43;389;13;NO;
743;Coche;0.7817;56;8;303;45;389;13;NO;
744;Coche;0.8345;56;8;302;47;389;13;NO;
745;Coche;0.8412;56;8;301;50;389;13;NO;
746;Coche;0.8419;56;9;301;53;390;13;NO;
747;Coche;0.866;56;10;300;56;390;13;NO;
748;Coche;0.8681;56;9;300;58;390;13;NO;
749;Coche;0.8832;56;9;300;60;390;13;NO;
750;Coche;0.8733;56;10;300;63;391;13;NO;
751;Coche;0.8912;56;10;299;66;392;13;NO;
752;Coche;0.9138;56;11;298;71;392;13;NO;
753;Coche;0.9134;56;11;298;74;393;13;NO;
754;Coche;0.9204;56;12;298;77;393;13;NO;
755;Coche;0.9206;56;11;298;79;393;13;NO;
756;Coche;0.9191;56;11;297;82;393;13;NO;
757;Coche;0.916;56;11;297;84;393;13;NO;
758;Coche;0.9089;56;12;297;88;394;13;NO;
759;Coche;0.9119;56;12;297;91;394;13;NO;
760;Coche;0.9117;56;11;296;93;394;13;NO;
761;Coche;0.9106;56;12;296;96;394;13;NO;
762;Coche;0.8996;56;12;296;99;395;13;NO;
763;Coche;0.8998;56;13;296;104;395;13;NO;
764;Coche;0.8875;56;13;295;108;395;13;NO;
765;Coche;0.8871;56;12;294;110;395;13;NO;
766;Coche;0.897;56;12;295;112;396;13;NO;
767;Coche;0.8753;56;12;294;117;397;13;NO;
768;Coche;0.8756;56;12;293;120;397;13;NO;
769;Coche;0.8663;56;12;293;123;397;13;NO;
770;Coche;0.859;56;12;292;127;397;13;NO;
771;Coche;0.8683;56;12;291;131;397;13;NO;
772;Coche;0.8875;56;12;289;135;398;13;NO;
773;Coche;0.8894;56;11;289;138;398;13;NO;
774;Coche;0.888;56;12;290;140;398;13;NO;
775;Coche;0.886;56;12;289;143;398;13;NO;
776;Coche;0.8826;56;12;289;147;398;13;NO;
777;Coche;0.8891;56;12;288;151;399;13;NO;
778;Coche;0.8891;56;11;288;153;399;13;NO;
779;Coche;0.9013;56;11;287;156;399;13;NO;
780;Coche;0.9104;56;11;286;160;399;13;NO;
781;Coche;0.9163;56;12;285;165;399;13;NO;
782;Coche;0.9168;56;11;284;168;399;13;NO;
783;Coche;0.9085;56;11;284;171;400;13;NO;
784;Coche;0.9088;56;11;283;174;400;13;NO;
785;Coche;0.9088;56;10;283;176;400;13;NO;
786;Coche;0.9152;56;11;283;180;400;13;NO;
787;Coche;0.8908;56;11;282;184;401;13;NO;
788;Coche;0.8931;56;12;282;188;402;13;NO;
789;Coche;0.9045;56;13;281;193;401;13;NO;
790;Coche;0.9048;56;14;281;196;401;13;NO;
791;Coche;0.9082;56;14;280;200;402;13;NO;
792;Coche;0.8991;56;16;280;204;402;13;NO;
793;Coche;0.9131;56;17;280;208;403;13;NO;
794;Coche;0.9299;56;20;280;214;403;13;NO;
795;Coche;0.9298;56;21;280;216;404;13;NO;
796;Coche;0.9306;56;22;280;219;404;13;NO;
797;Coche;0.9282;56;25;278;227;404;13;NO;
798;Coche;0.9282;56;26;277;230;405;13;NO;
799;Coche;0.9161;56;28;276;234;404;13;NO;
800;Coche;0.9232;56;30;275;240;404;13;NO;
801;Coche;0.9328;56;33;275;244;404;13;NO;
802;Coche;0.9282;56;36;274;249;405;13;NO;
803;Coche;0.928;56;36;273;251;405;13;NO;
804;Coche;0.9263;56;38;273;255;404;13;NO;
805;Coche;0.9161;56;41;272;259;404;13;NO;
806;Coche;0.9074;56;44;271;264;404;13;NO;
807;Coche;0.9066;56;47;270;270;404;13;NO;
808;Coche;0.9063;56;48;270;272;403;13;NO;
809;Coche;0.9087;56;50;268;277;404;13;NO;
810;Coche;0.9106;56;52;268;281;404;13;NO;
811;Coche;0.9068;56;54;267;285;405;13;NO;
812;Coche;0.9052;56;57;267;290;405;13;NO;
813;Coche;0.9051;56;57;267;292;405;13;NO;
814;Coche;0.9106;56;61;267;296;406;13;NO;
815;Coche;0.9023;56;64;267;304;408;13;NO;
816;Coche;0.902;56;66;266;307;408;13;NO;
817;Coche;0.9139;56;67;266;312;410;13;NO;
818;Coche;0.9253;56;69;266;319;412;13;NO;
819;Coche;0.9274;56;72;265;325;413;13;NO;
820;Coche;0.926;56;75;265;331;414;13;NO;
821;Coche;0.9259;56;76;264;334;415;13;NO;
822;Coche;0.9111;56;77;264;337;416;13;NO;
823;Coche;0.9113;56;78;263;342;417;13;NO;
824;Coche;0.9069;56;83;262;353;420;13;NO;
825;Coche;0.9071;56;85;262;357;421;13;NO;
826;Coche;0.9096;56;86;259;363;422;13;NO;
827;Coche;0.9114;56;88;258;369;424;13;NO;
828;Coche;0.9114;56;89;258;371;424;13;NO;
829;Coche;0.908;56;94;256;381;426;13;NO;
830;Coche;0.9076;56;95;255;385;426;13;NO;
831;Coche;0.9148;56;99;254;390;426;13;NO;
832;Coche;0.9229;56;102;253;395;426;13;NO;
833;Coche;0.9229;56;103;253;397;426;13;NO;
833;Matricula;0.3184;58;291;362;348;387;14;SÍ;T
834;Coche;0.8925;56;105;252;400;427;13;NO;
834;Matricula;0.4101;58;296;362;351;386;14;SÍ;EE
835;Coche;0.8994;56;108;251;406;427;13;NO;
836;Coche;0.8794;56;112;250;412;428;13;NO;
837;Coche;0.9143;56;115;249;419;429;13;NO;
838;Coche;0.914;56;116;249;421;429;13;NO;
839;Coche;0.9213;56;118;248;427;430;13;NO;
840;Coche;0.9241;56;121;247;433;431;13;NO;
841;Coche;0.9229;56;125;246;440;432;13;NO;
841;Matricula;0.3887;60;333;359;394;384;15;SÍ;
842;Coche;0.8929;56;132;246;452;434;13;NO;
842;Matricula;0.2247;60;347;360;406;384;15;SÍ;E
843;Coche;0.8928;56;134;246;456;435;13;NO;
843;Matricula;0.2183;60;352;360;410;384;15;SÍ;F
844;Coche;0.8953;56;138;246;463;435;13;NO;
844;Matricula;0.1992;60;358;360;417;384;15;SÍ;J023
845;Coche;0.8954;56;140;245;465;436;13;NO;
845;Matricula;0.1492;60;360;360;419;384;15;SÍ;03E
846;Coche;0.8894;56;143;245;472;437;13;NO;
846;Matricula;0.3466;60;367;360;427;384;15;SÍ;
847;Coche;0.8931;56;147;245;479;438;13;NO;
847;Matricula;0.2033;60;374;360;434;385;15;SÍ;
848;Coche;0.9134;56;151;246;486;439;13;NO;
848;Matricula;0.3863;60;382;361;442;385;15;SÍ;20
849;Coche;0.9163;56;155;245;495;441;13;NO;
849;Matricula;0.6038;60;389;360;453;386;15;SÍ;
850;Coche;0.9177;56;157;245;499;442;13;NO;
850;Matricula;0.5385;60;392;360;457;387;15;SÍ;E
851;Coche;0.9321;56;159;244;506;442;13;NO;
851;Matricula;0.5176;60;398;361;462;387;15;SÍ;
852;Coche;0.9334;56;163;242;515;443;13;NO;
852;Matricula;0.4727;60;406;362;470;388;15;SÍ;
853;Coche;0.9333;56;165;241;524;445;13;NO;
853;Matricula;0.4603;60;414;363;479;389;15;SÍ;E
854;Coche;0.9385;56;171;240;534;447;13;NO;
854;Matricula;0.5886;60;425;363;487;388;15;SÍ;J
855;Coche;0.9389;56;172;240;538;447;13;NO;
855;Matricula;0.6039;60;429;363;490;388;15;SÍ;FE3
856;Coche;0.9268;56;174;239;547;449;13;NO;
856;Matricula;0.6663;60;438;363;500;388;15;SÍ;
857;Coche;0.9268;56;183;238;563;452;13;NO;
857;Matricula;0.7349;60;453;363;517;389;15;SÍ;
858;Coche;0.927;56;186;238;570;453;13;NO;
858;Matricula;0.7209;60;459;363;524;389;15;SÍ;
859;Coche;0.9387;56;190;238;579;456;13;NO;
859;Matricula;0.6893;60;468;363;533;390;15;SÍ;SE
860;Coche;0.9356;56;195;238;589;457;13;NO;
860;Matricula;0.669;60;479;363;544;390;15;SÍ;0
861;Coche;0.9363;56;201;236;601;458;13;NO;
861;Matricula;0.6791;60;490;363;557;391;15;SÍ;08
862;Coche;0.9403;56;207;235;614;459;13;NO;
862;Matricula;0.7414;60;504;364;570;391;15;SÍ;E
863;Coche;0.9411;56;209;235;619;460;13;NO;
863;Matricula;0.7457;60;508;364;575;391;15;SÍ;TT
864;Coche;0.9279;56;212;231;631;461;13;NO;
864;Matricula;0.7706;60;518;364;585;391;15;SÍ;
865;Coche;0.9426;56;218;229;643;461;13;NO;
865;Matricula;0.7186;60;530;363;598;392;15;SÍ;F
866;Coche;0.9434;56;224;227;657;463;13;NO;
866;Matricula;0.7346;60;542;363;613;392;15;SÍ;7
867;Coche;0.9494;56;230;225;672;465;13;NO;
867;Matricula;0.713;60;557;363;627;392;15;SÍ;HE
868;Coche;0.9498;56;232;225;679;466;13;NO;
868;Matricula;0.703;60;562;363;633;392;15;SÍ;0T
869;Coche;0.9511;56;236;223;690;467;13;NO;
869;Matricula;0.6133;60;573;363;644;392;15;SÍ;FE
870;Coche;0.9501;56;243;222;705;469;13;NO;
870;Matricula;0.5406;60;586;363;658;392;15;SÍ;EE
871;Coche;0.9414;56;254;218;731;473;13;NO;
871;Matricula;0.6601;60;614;363;687;392;15;SÍ;B
872;Coche;0.9411;56;258;217;741;474;13;NO;
872;Matricula;0.6853;60;625;363;698;392;15;SÍ;
873;Coche;0.9505;56;265;215;759;477;13;NO;
873;Matricula;0.5553;60;638;363;714;393;15;SÍ;
874;Coche;0.9504;56;267;214;766;478;13;NO;
