fotograma;tipo_objeto;confianza_deteccion;x1;y1;x2;y2;matrícula_detectada;x1_matrícula;y1_matrícula;x2_matrícula;y2_matrícula;texto_matricula_ocr;tiempo_inferencia_yolo;tiempo_inferencia_easyocr
240;car;0.9071969389915466;209;76;426;183;NO;209;76;426;183;;0.000239;0.075173
241;car;0.900603175163269;200;77;404;180;NO;200;77;403;180;;0.000090;0.009112
242;car;0.9129915237426758;194;79;386;179;NO;194;79;386;179;;0.000093;0.075036
243;car;0.8687325119972229;192;80;367;176;NO;192;80;366;176;;0.000079;0.081974
244;car;0.8879694938659668;190;81;349;175;NO;190;81;348;175;;0.000078;0.010466
245;car;0.7830146551132202;190;81;334;172;NO;190;81;334;172;;0.000139;0.008028
246;car;0.8317408561706543;188;82;320;170;NO;188;82;319;168;;0.000122;0.007457
247;car;0.8558827638626099;190;85;307;168;NO;190;85;306;167;;0.000101;0.072588
248;car;0.7850067019462585;188;86;295;165;NO;188;86;294;165;;0.000076;0.011954
249;car;0.8431805968284607;188;88;285;164;NO;188;88;285;162;;0.000254;0.008741
250;car;0.8799484968185425;188;88;275;161;NO;188;88;275;161;;0.000202;0.119738
251;car;0.8856171369552612;187;88;266;158;NO;187;88;266;158;;0.000097;0.008435
252;car;0.8171396851539612;0;2;560;354;NO;0;2;559;354;;0.000165;0.064181
253;car;0.8155909180641174;0;1;563;355;NO;0;1;562;355;;0.000082;0.084406
254;car;0.8557379245758057;0;3;564;355;NO;0;3;564;354;;0.000079;0.049054
255;car;0.8308359384536743;0;7;565;355;NO;0;7;565;351;;0.000074;0.044772
256;car;0.8137928247451782;0;5;564;355;NO;0;6;564;355;;0.000076;0.042655
257;car;0.8368892669677734;0;16;562;355;NO;0;17;562;355;;0.000098;0.046107
258;car;0.8590905070304871;0;22;559;355;NO;0;22;559;355;;0.000207;0.034220
259;car;0.8659524917602539;0;27;556;355;NO;0;27;556;355;;0.000079;0.034882
260;car;0.8468114137649536;0;40;551;355;NO;0;40;551;355;;0.000077;0.031035
261;car;0.8397009968757629;1;43;547;355;NO;1;43;547;355;;0.000077;0.031108
262;car;0.8500605225563049;1;51;550;355;NO;1;51;547;355;;0.000083;0.032998
263;car;0.8530552387237549;1;58;539;355;NO;1;58;539;355;;0.000115;0.028689
264;car;0.8556839823722839;0;64;535;355;NO;0;64;534;355;;0.000085;0.028139
265;car;0.8537358045578003;0;69;532;356;NO;0;69;531;356;;0.000077;0.026068
266;car;0.8631466627120972;1;72;525;356;NO;1;72;524;356;;0.000080;0.025785
267;car;0.8564033508300781;1;73;521;355;NO;2;73;520;355;;0.000085;0.025908
268;car;0.865958571434021;1;75;513;356;NO;2;75;513;354;;0.000091;0.023984
269;car;0.8599714636802673;1;77;519;356;NO;1;77;512;356;;0.000122;0.024176
270;car;0.8765988349914551;1;79;508;356;NO;2;79;508;355;;0.000085;0.026520
271;car;0.8895354866981506;0;81;507;356;NO;0;81;505;356;;0.000148;0.027075
272;car;0.8791992664337158;0;82;516;357;NO;0;82;505;357;;0.000097;0.026416
273;car;0.8796639442443848;0;83;504;356;NO;1;83;504;356;;0.000128;0.024539
274;car;0.8755308985710144;0;85;501;356;NO;1;85;500;356;;0.000086;0.023927
275;car;0.8774111866950989;0;86;503;357;NO;1;86;500;357;;0.000080;0.024164
276;car;0.8878021240234375;1;87;500;356;NO;2;87;499;356;;0.000079;0.027789
277;car;0.9254018664360046;106;126;498;270;NO;106;126;498;270;;0.000148;0.115987
278;car;0.9227195978164673;101;127;499;267;NO;101;127;498;267;;0.000123;0.014528
279;car;0.9284178614616394;102;126;499;269;NO;102;126;498;269;;0.000260;0.012379
280;car;0.9208410978317261;106;124;501;269;NO;106;124;499;269;;0.000094;0.012274
281;car;0.9124411344528198;111;123;507;269;NO;111;123;505;269;;0.000095;0.012966
282;car;0.9098618626594543;116;123;512;270;NO;116;123;510;270;;0.000235;0.013635
283;car;0.9005506038665771;124;121;519;268;NO;124;121;518;268;;0.000111;0.014409
284;car;0.891472578048706;130;122;526;266;NO;130;122;524;266;;0.000151;0.012901
285;car;0.9023109674453735;138;124;534;266;NO;138;124;533;266;;0.000109;0.012308
286;car;0.8676066994667053;143;127;542;266;NO;143;127;538;266;;0.000096;0.012399
287;car;0.8986863493919373;150;130;550;264;NO;150;130;549;264;;0.000162;0.012542
288;car;0.864858865737915;158;132;559;264;NO;158;132;558;264;;0.000096;0.012436
289;car;0.878933310508728;168;133;566;265;NO;169;133;564;265;;0.000088;0.012366
290;car;0.8772152662277222;171;133;573;263;NO;171;133;572;263;;0.000086;0.013494
291;car;0.8882988691329956;173;133;577;263;NO;173;133;576;263;;0.000133;0.014172
292;car;0.8973563313484192;171;134;577;263;NO;171;134;576;263;;0.000170;0.016218
293;car;0.8917442560195923;171;134;578;264;NO;171;134;577;264;;0.000118;0.016507
294;car;0.9020461440086365;171;134;579;263;NO;172;134;578;263;;0.000183;0.017908
295;car;0.8968002200126648;172;134;578;264;NO;172;134;577;263;;0.000166;0.015266
296;car;0.8955717086791992;172;135;579;263;NO;172;135;577;263;;0.000080;0.132213
297;car;0.8912537097930908;172;135;578;263;NO;172;135;576;263;;0.000121;0.012648
298;car;0.8874871730804443;174;136;581;262;NO;174;136;579;262;;0.000098;0.012230
299;car;0.8972107172012329;174;136;582;264;NO;174;136;580;264;;0.000087;0.012429
300;car;0.8942421078681946;174;137;581;264;NO;174;138;579;264;;0.000101;0.012765
301;car;0.8723329901695251;174;136;579;265;NO;174;136;578;265;;0.000083;0.015867
302;car;0.8748856782913208;173;135;576;263;NO;173;135;574;263;;0.000088;0.012555
303;car;0.871495246887207;170;135;574;262;NO;170;135;572;262;;0.000076;0.015423
304;car;0.909881591796875;165;135;571;262;NO;165;135;568;262;;0.000188;0.014243
305;car;0.9172533750534058;163;134;565;262;NO;163;134;562;262;;0.000307;0.014377
306;car;0.9297786355018616;158;134;561;262;NO;158;134;557;262;;0.000135;0.013128
307;car;0.9332790374755859;177;133;560;260;NO;177;133;557;260;;0.000100;0.078074
308;car;0.9393153190612793;158;131;559;258;NO;158;131;558;258;;0.000079;0.013481
309;car;0.911203145980835;184;130;559;257;NO;184;130;557;257;;0.000090;0.012784
310;car;0.8948273062705994;153;128;558;254;NO;153;128;556;254;;0.000081;0.013642
311;car;0.8982425332069397;149;126;556;253;NO;149;127;554;253;;0.000124;0.013860
312;car;0.8979676365852356;146;124;556;252;NO;146;124;554;252;;0.000092;0.013634
313;car;0.9011478424072266;145;123;553;252;NO;145;123;551;252;;0.000080;0.016608
314;car;0.9003299474716187;138;120;553;251;NO;138;120;551;251;;0.000087;0.016912
315;car;0.8872778415679932;142;119;549;252;NO;142;119;547;252;;0.000234;0.016965
316;car;0.8748579621315002;144;117;550;251;NO;144;117;548;251;;0.000095;0.016581
317;car;0.897308886051178;136;115;551;252;NO;136;115;548;252;;0.000092;0.016783
318;car;0.8690323233604431;134;114;552;250;NO;134;114;550;250;;0.000089;0.016633
319;car;0.8797439336776733;132;112;554;251;NO;132;112;552;251;;0.000119;0.094268
320;car;0.8865607976913452;173;68;339;178;SÍ;174;68;336;177;ET36JJP;0.000143;0.020681
321;car;0.9034960865974426;171;67;339;179;SÍ;172;67;337;178;ETJGJ3P;0.000095;0.020390
322;car;0.9057917594909668;166;66;338;180;SÍ;168;66;337;179;B96;0.000097;0.034294
323;car;0.8874695301055908;160;66;336;179;SÍ;238;146;280;163;E73639;0.000084;0.019882
324;car;0.8869749307632446;155;65;335;180;NO;157;65;333;180;;0.000167;0.009330
